Vegetation,Day,Month,Year,Date,Time,NDVI,CleanedNDVI(>0.15)
AgFesMol,20,Oct,2004,20/10/2004,19.80013689,0.495,0.495
FestucaRubra,20,Oct,2004,20/10/2004,19.80013689,0.497,0.497
Luzula,20,Oct,2004,20/10/2004,19.80013689,0.502,0.502
PoorAgrostisFestuca,20,Oct,2004,20/10/2004,19.80013689,0.504,0.504
Lair,20,Oct,2004,20/10/2004,19.80013689,0.539,0.539
HolcusAgrostis,20,Oct,2004,20/10/2004,19.80013689,0.558,0.558
NardusJuncus,20,Oct,2004,20/10/2004,19.80013689,NA,NA
Rumex,25,Feb,2005,25/02/2005,20.15058179,0.268,0.268
NardusJuncus,25,Feb,2005,25/02/2005,20.15058179,0.296,0.296
Cliff,25,Feb,2005,25/02/2005,20.15058179,0.296,0.296
WetHeath,25,Feb,2005,25/02/2005,20.15058179,0.313,0.313
HolcusPoa,25,Feb,2005,25/02/2005,20.15058179,0.318,0.318
Holcus,25,Feb,2005,25/02/2005,20.15058179,0.319,0.319
PoorAgrostisFestuca,25,Feb,2005,25/02/2005,20.15058179,0.325,0.325
NardusRacomitrium,25,Feb,2005,25/02/2005,20.15058179,0.329,0.329
Molinia,25,Feb,2005,25/02/2005,20.15058179,0.329,0.329
RichAgrostisFestuca,25,Feb,2005,25/02/2005,20.15058179,0.336,0.336
Sphagnum,25,Feb,2005,25/02/2005,20.15058179,0.341,0.341
Eriophorum,25,Feb,2005,25/02/2005,20.15058179,0.341,0.341
HolcusAgrostisSphagnum,25,Feb,2005,25/02/2005,20.15058179,0.344,0.344
Plantago,25,Feb,2005,25/02/2005,20.15058179,0.347,0.347
AgFesMol,25,Feb,2005,25/02/2005,20.15058179,0.347,0.347
HolcusAgrostis,25,Feb,2005,25/02/2005,20.15058179,0.349,0.349
Luzula,25,Feb,2005,25/02/2005,20.15058179,0.353,0.353
Lair,25,Feb,2005,25/02/2005,20.15058179,0.366,0.366
DryHeath,25,Feb,2005,25/02/2005,20.15058179,0.374,0.374
FestucaRubra,25,Feb,2005,25/02/2005,20.15058179,0.379,0.379
WetHeath,14,Apr,2005,14/04/2005,20.28199863,0.18,0.18
NardusRacomitrium,14,Apr,2005,14/04/2005,20.28199863,0.18,0.18
DryHeath,14,Apr,2005,14/04/2005,20.28199863,0.202,0.202
HolcusAgrostis,14,Apr,2005,14/04/2005,20.28199863,0.229,0.229
RichAgrostisFestuca,14,Apr,2005,14/04/2005,20.28199863,0.239,0.239
Rumex,14,Apr,2005,14/04/2005,20.28199863,0.273,0.273
FestucaRubra,14,Apr,2005,14/04/2005,20.28199863,0.281,0.281
PoorAgrostisFestuca,14,Apr,2005,14/04/2005,20.28199863,0.283,0.283
Eriophorum,14,Apr,2005,14/04/2005,20.28199863,0.289,0.289
Molinia,14,Apr,2005,14/04/2005,20.28199863,0.295,0.295
Cliff,14,Apr,2005,14/04/2005,20.28199863,0.3,0.3
Holcus,14,Apr,2005,14/04/2005,20.28199863,0.305,0.305
HolcusPoa,14,Apr,2005,14/04/2005,20.28199863,0.341,0.341
AgFesMol,14,Apr,2005,14/04/2005,20.28199863,0.363,0.363
Sphagnum,14,Apr,2005,14/04/2005,20.28199863,0.366,0.366
Plantago,14,Apr,2005,14/04/2005,20.28199863,0.393,0.393
Luzula,14,Apr,2005,14/04/2005,20.28199863,0.395,0.395
Lair,14,Apr,2005,14/04/2005,20.28199863,0.399,0.399
HolcusAgrostisSphagnum,14,Apr,2005,14/04/2005,20.28199863,0.447,0.447
NardusJuncus,14,Apr,2005,14/04/2005,20.28199863,NA,NA
NardusJuncus,23,Apr,2005,23/04/2005,20.30663929,0.373,0.373
Cliff,23,Apr,2005,23/04/2005,20.30663929,0.38,0.38
NardusRacomitrium,23,Apr,2005,23/04/2005,20.30663929,0.383,0.383
WetHeath,23,Apr,2005,23/04/2005,20.30663929,0.384,0.384
DryHeath,23,Apr,2005,23/04/2005,20.30663929,0.397,0.397
AgFesMol,23,Apr,2005,23/04/2005,20.30663929,0.397,0.397
Molinia,23,Apr,2005,23/04/2005,20.30663929,0.407,0.407
PoorAgrostisFestuca,23,Apr,2005,23/04/2005,20.30663929,0.41,0.41
Rumex,23,Apr,2005,23/04/2005,20.30663929,0.414,0.414
Eriophorum,23,Apr,2005,23/04/2005,20.30663929,0.416,0.416
Sphagnum,23,Apr,2005,23/04/2005,20.30663929,0.422,0.422
Holcus,23,Apr,2005,23/04/2005,20.30663929,0.429,0.429
HolcusAgrostisSphagnum,23,Apr,2005,23/04/2005,20.30663929,0.434,0.434
Plantago,23,Apr,2005,23/04/2005,20.30663929,0.453,0.453
Luzula,23,Apr,2005,23/04/2005,20.30663929,0.458,0.458
RichAgrostisFestuca,23,Apr,2005,23/04/2005,20.30663929,0.466,0.466
HolcusPoa,23,Apr,2005,23/04/2005,20.30663929,0.466,0.466
Lair,23,Apr,2005,23/04/2005,20.30663929,0.47,0.47
FestucaRubra,23,Apr,2005,23/04/2005,20.30663929,0.504,0.504
HolcusAgrostis,23,Apr,2005,23/04/2005,20.30663929,0.554,0.554
Cliff,30,Apr,2005,30/04/2005,20.32580424,0.361,0.361
WetHeath,30,Apr,2005,30/04/2005,20.32580424,0.379,0.379
Rumex,30,Apr,2005,30/04/2005,20.32580424,0.39,0.39
DryHeath,30,Apr,2005,30/04/2005,20.32580424,0.395,0.395
Molinia,30,Apr,2005,30/04/2005,20.32580424,0.407,0.407
NardusRacomitrium,30,Apr,2005,30/04/2005,20.32580424,0.409,0.409
RichAgrostisFestuca,30,Apr,2005,30/04/2005,20.32580424,0.411,0.411
Eriophorum,30,Apr,2005,30/04/2005,20.32580424,0.411,0.411
PoorAgrostisFestuca,30,Apr,2005,30/04/2005,20.32580424,0.415,0.415
HolcusAgrostis,30,Apr,2005,30/04/2005,20.32580424,0.417,0.417
Plantago,30,Apr,2005,30/04/2005,20.32580424,0.42,0.42
NardusJuncus,30,Apr,2005,30/04/2005,20.32580424,0.421,0.421
Holcus,30,Apr,2005,30/04/2005,20.32580424,0.44,0.44
AgFesMol,30,Apr,2005,30/04/2005,20.32580424,0.458,0.458
HolcusPoa,30,Apr,2005,30/04/2005,20.32580424,0.469,0.469
Sphagnum,30,Apr,2005,30/04/2005,20.32580424,0.471,0.471
FestucaRubra,30,Apr,2005,30/04/2005,20.32580424,0.481,0.481
Luzula,30,Apr,2005,30/04/2005,20.32580424,0.487,0.487
Lair,30,Apr,2005,30/04/2005,20.32580424,0.508,0.508
HolcusAgrostisSphagnum,30,Apr,2005,30/04/2005,20.32580424,0.511,0.511
NardusJuncus,9,May,2005,09/05/2005,20.3504449,0.288,0.288
HolcusAgrostisSphagnum,9,May,2005,09/05/2005,20.3504449,0.298,0.298
WetHeath,9,May,2005,09/05/2005,20.3504449,0.311,0.311
Cliff,9,May,2005,09/05/2005,20.3504449,0.332,0.332
DryHeath,9,May,2005,09/05/2005,20.3504449,0.34,0.34
Rumex,9,May,2005,09/05/2005,20.3504449,0.342,0.342
AgFesMol,9,May,2005,09/05/2005,20.3504449,0.363,0.363
Holcus,9,May,2005,09/05/2005,20.3504449,0.365,0.365
NardusRacomitrium,9,May,2005,09/05/2005,20.3504449,0.368,0.368
Molinia,9,May,2005,09/05/2005,20.3504449,0.394,0.394
HolcusPoa,9,May,2005,09/05/2005,20.3504449,0.397,0.397
RichAgrostisFestuca,9,May,2005,09/05/2005,20.3504449,0.404,0.404
PoorAgrostisFestuca,9,May,2005,09/05/2005,20.3504449,0.406,0.406
Luzula,9,May,2005,09/05/2005,20.3504449,0.408,0.408
Eriophorum,9,May,2005,09/05/2005,20.3504449,0.423,0.423
FestucaRubra,9,May,2005,09/05/2005,20.3504449,0.427,0.427
Sphagnum,9,May,2005,09/05/2005,20.3504449,0.436,0.436
Plantago,9,May,2005,09/05/2005,20.3504449,0.446,0.446
HolcusAgrostis,9,May,2005,09/05/2005,20.3504449,0.446,0.446
Lair,9,May,2005,09/05/2005,20.3504449,0.541,0.541
WetHeath,10,Jun,2005,10/06/2005,20.43805613,NA,NA
Sphagnum,10,Jun,2005,10/06/2005,20.43805613,NA,NA
Rumex,10,Jun,2005,10/06/2005,20.43805613,NA,NA
RichAgrostisFestuca,10,Jun,2005,10/06/2005,20.43805613,NA,NA
PoorAgrostisFestuca,10,Jun,2005,10/06/2005,20.43805613,NA,NA
Plantago,10,Jun,2005,10/06/2005,20.43805613,NA,NA
NardusRacomitrium,10,Jun,2005,10/06/2005,20.43805613,NA,NA
NardusJuncus,10,Jun,2005,10/06/2005,20.43805613,NA,NA
Molinia,10,Jun,2005,10/06/2005,20.43805613,NA,NA
Luzula,10,Jun,2005,10/06/2005,20.43805613,NA,NA
Lair,10,Jun,2005,10/06/2005,20.43805613,NA,NA
HolcusPoa,10,Jun,2005,10/06/2005,20.43805613,NA,NA
Holcus,10,Jun,2005,10/06/2005,20.43805613,NA,NA
HolcusAgrostisSphagnum,10,Jun,2005,10/06/2005,20.43805613,NA,NA
HolcusAgrostis,10,Jun,2005,10/06/2005,20.43805613,NA,NA
FestucaRubra,10,Jun,2005,10/06/2005,20.43805613,NA,NA
Eriophorum,10,Jun,2005,10/06/2005,20.43805613,NA,NA
DryHeath,10,Jun,2005,10/06/2005,20.43805613,NA,NA
Cliff,10,Jun,2005,10/06/2005,20.43805613,NA,NA
AgFesMol,10,Jun,2005,10/06/2005,20.43805613,NA,NA
WetHeath,28,Jul,2005,28/07/2005,20.56947296,NA,NA
Sphagnum,28,Jul,2005,28/07/2005,20.56947296,NA,NA
Rumex,28,Jul,2005,28/07/2005,20.56947296,NA,NA
RichAgrostisFestuca,28,Jul,2005,28/07/2005,20.56947296,NA,NA
PoorAgrostisFestuca,28,Jul,2005,28/07/2005,20.56947296,NA,NA
Plantago,28,Jul,2005,28/07/2005,20.56947296,NA,NA
NardusRacomitrium,28,Jul,2005,28/07/2005,20.56947296,NA,NA
NardusJuncus,28,Jul,2005,28/07/2005,20.56947296,NA,NA
Molinia,28,Jul,2005,28/07/2005,20.56947296,NA,NA
Luzula,28,Jul,2005,28/07/2005,20.56947296,NA,NA
Lair,28,Jul,2005,28/07/2005,20.56947296,NA,NA
HolcusPoa,28,Jul,2005,28/07/2005,20.56947296,NA,NA
Holcus,28,Jul,2005,28/07/2005,20.56947296,NA,NA
HolcusAgrostisSphagnum,28,Jul,2005,28/07/2005,20.56947296,NA,NA
HolcusAgrostis,28,Jul,2005,28/07/2005,20.56947296,NA,NA
FestucaRubra,28,Jul,2005,28/07/2005,20.56947296,NA,NA
Eriophorum,28,Jul,2005,28/07/2005,20.56947296,NA,NA
DryHeath,28,Jul,2005,28/07/2005,20.56947296,NA,NA
Cliff,28,Jul,2005,28/07/2005,20.56947296,NA,NA
AgFesMol,28,Jul,2005,28/07/2005,20.56947296,NA,NA
Rumex,5,Aug,2005,05/08/2005,20.59137577,0.5,0.5
HolcusPoa,5,Aug,2005,05/08/2005,20.59137577,0.53,0.53
FestucaRubra,5,Aug,2005,05/08/2005,20.59137577,0.535,0.535
Plantago,5,Aug,2005,05/08/2005,20.59137577,0.547,0.547
RichAgrostisFestuca,5,Aug,2005,05/08/2005,20.59137577,0.564,0.564
Cliff,5,Aug,2005,05/08/2005,20.59137577,0.57,0.57
Lair,5,Aug,2005,05/08/2005,20.59137577,0.576,0.576
HolcusAgrostisSphagnum,5,Aug,2005,05/08/2005,20.59137577,0.586,0.586
NardusRacomitrium,5,Aug,2005,05/08/2005,20.59137577,0.589,0.589
Holcus,5,Aug,2005,05/08/2005,20.59137577,0.61,0.61
PoorAgrostisFestuca,5,Aug,2005,05/08/2005,20.59137577,0.644,0.644
DryHeath,5,Aug,2005,05/08/2005,20.59137577,0.647,0.647
WetHeath,5,Aug,2005,05/08/2005,20.59137577,0.648,0.648
Sphagnum,5,Aug,2005,05/08/2005,20.59137577,0.663,0.663
Luzula,5,Aug,2005,05/08/2005,20.59137577,0.686,0.686
Eriophorum,5,Aug,2005,05/08/2005,20.59137577,0.688,0.688
Molinia,5,Aug,2005,05/08/2005,20.59137577,0.699,0.699
HolcusAgrostis,5,Aug,2005,05/08/2005,20.59137577,0.725,0.725
NardusJuncus,5,Aug,2005,05/08/2005,20.59137577,NA,NA
AgFesMol,5,Aug,2005,05/08/2005,20.59137577,NA,NA
Rumex,13,Aug,2005,13/08/2005,20.61327858,-0.002,NA
HolcusPoa,13,Aug,2005,13/08/2005,20.61327858,-0.001,NA
NardusRacomitrium,13,Aug,2005,13/08/2005,20.61327858,0.025,NA
Holcus,13,Aug,2005,13/08/2005,20.61327858,0.025,NA
FestucaRubra,13,Aug,2005,13/08/2005,20.61327858,0.039,NA
PoorAgrostisFestuca,13,Aug,2005,13/08/2005,20.61327858,0.045,NA
Cliff,13,Aug,2005,13/08/2005,20.61327858,0.045,NA
WetHeath,13,Aug,2005,13/08/2005,20.61327858,0.048,NA
HolcusAgrostis,13,Aug,2005,13/08/2005,20.61327858,0.054,NA
Luzula,13,Aug,2005,13/08/2005,20.61327858,0.055,NA
Molinia,13,Aug,2005,13/08/2005,20.61327858,0.064,NA
RichAgrostisFestuca,13,Aug,2005,13/08/2005,20.61327858,0.078,NA
Lair,13,Aug,2005,13/08/2005,20.61327858,0.078,NA
Plantago,13,Aug,2005,13/08/2005,20.61327858,0.085,NA
Sphagnum,13,Aug,2005,13/08/2005,20.61327858,NA,NA
NardusJuncus,13,Aug,2005,13/08/2005,20.61327858,NA,NA
HolcusAgrostisSphagnum,13,Aug,2005,13/08/2005,20.61327858,NA,NA
Eriophorum,13,Aug,2005,13/08/2005,20.61327858,NA,NA
DryHeath,13,Aug,2005,13/08/2005,20.61327858,NA,NA
AgFesMol,13,Aug,2005,13/08/2005,20.61327858,NA,NA
HolcusAgrostisSphagnum,20,Aug,2005,20/08/2005,20.63244353,0.683,0.683
Sphagnum,20,Aug,2005,20/08/2005,20.63244353,0.704,0.704
PoorAgrostisFestuca,20,Aug,2005,20/08/2005,20.63244353,0.741,0.741
HolcusPoa,20,Aug,2005,20/08/2005,20.63244353,0.748,0.748
Luzula,20,Aug,2005,20/08/2005,20.63244353,0.77,0.77
FestucaRubra,20,Aug,2005,20/08/2005,20.63244353,0.792,0.792
Plantago,20,Aug,2005,20/08/2005,20.63244353,0.795,0.795
Holcus,20,Aug,2005,20/08/2005,20.63244353,0.806,0.806
Lair,20,Aug,2005,20/08/2005,20.63244353,0.809,0.809
Cliff,20,Aug,2005,20/08/2005,20.63244353,0.839,0.839
HolcusAgrostis,20,Aug,2005,20/08/2005,20.63244353,0.865,0.865
WetHeath,20,Aug,2005,20/08/2005,20.63244353,NA,NA
Rumex,20,Aug,2005,20/08/2005,20.63244353,NA,NA
RichAgrostisFestuca,20,Aug,2005,20/08/2005,20.63244353,NA,NA
NardusRacomitrium,20,Aug,2005,20/08/2005,20.63244353,NA,NA
NardusJuncus,20,Aug,2005,20/08/2005,20.63244353,NA,NA
Molinia,20,Aug,2005,20/08/2005,20.63244353,NA,NA
Eriophorum,20,Aug,2005,20/08/2005,20.63244353,NA,NA
DryHeath,20,Aug,2005,20/08/2005,20.63244353,NA,NA
AgFesMol,20,Aug,2005,20/08/2005,20.63244353,NA,NA
Rumex,29,Aug,2005,29/08/2005,20.65708419,0.427,0.427
Cliff,29,Aug,2005,29/08/2005,20.65708419,0.473,0.473
HolcusAgrostis,29,Aug,2005,29/08/2005,20.65708419,0.489,0.489
Sphagnum,29,Aug,2005,29/08/2005,20.65708419,0.506,0.506
RichAgrostisFestuca,29,Aug,2005,29/08/2005,20.65708419,0.51,0.51
Plantago,29,Aug,2005,29/08/2005,20.65708419,0.515,0.515
AgFesMol,29,Aug,2005,29/08/2005,20.65708419,0.515,0.515
HolcusPoa,29,Aug,2005,29/08/2005,20.65708419,0.52,0.52
Holcus,29,Aug,2005,29/08/2005,20.65708419,0.526,0.526
Eriophorum,29,Aug,2005,29/08/2005,20.65708419,0.534,0.534
NardusJuncus,29,Aug,2005,29/08/2005,20.65708419,0.535,0.535
PoorAgrostisFestuca,29,Aug,2005,29/08/2005,20.65708419,0.537,0.537
Lair,29,Aug,2005,29/08/2005,20.65708419,0.538,0.538
WetHeath,29,Aug,2005,29/08/2005,20.65708419,0.539,0.539
NardusRacomitrium,29,Aug,2005,29/08/2005,20.65708419,0.542,0.542
DryHeath,29,Aug,2005,29/08/2005,20.65708419,0.542,0.542
HolcusAgrostisSphagnum,29,Aug,2005,29/08/2005,20.65708419,0.554,0.554
Molinia,29,Aug,2005,29/08/2005,20.65708419,0.559,0.559
Luzula,29,Aug,2005,29/08/2005,20.65708419,0.596,0.596
FestucaRubra,29,Aug,2005,29/08/2005,20.65708419,0.601,0.601
Rumex,30,Sep,2005,30/09/2005,20.74469541,0.477,0.477
NardusJuncus,30,Sep,2005,30/09/2005,20.74469541,0.477,0.477
Cliff,30,Sep,2005,30/09/2005,20.74469541,0.478,0.478
NardusRacomitrium,30,Sep,2005,30/09/2005,20.74469541,0.489,0.489
Plantago,30,Sep,2005,30/09/2005,20.74469541,0.503,0.503
PoorAgrostisFestuca,30,Sep,2005,30/09/2005,20.74469541,0.511,0.511
WetHeath,30,Sep,2005,30/09/2005,20.74469541,0.513,0.513
AgFesMol,30,Sep,2005,30/09/2005,20.74469541,0.514,0.514
Holcus,30,Sep,2005,30/09/2005,20.74469541,0.518,0.518
Sphagnum,30,Sep,2005,30/09/2005,20.74469541,0.532,0.532
Molinia,30,Sep,2005,30/09/2005,20.74469541,0.536,0.536
Eriophorum,30,Sep,2005,30/09/2005,20.74469541,0.539,0.539
HolcusPoa,30,Sep,2005,30/09/2005,20.74469541,0.54,0.54
FestucaRubra,30,Sep,2005,30/09/2005,20.74469541,0.542,0.542
DryHeath,30,Sep,2005,30/09/2005,20.74469541,0.554,0.554
Lair,30,Sep,2005,30/09/2005,20.74469541,0.558,0.558
RichAgrostisFestuca,30,Sep,2005,30/09/2005,20.74469541,0.561,0.561
HolcusAgrostisSphagnum,30,Sep,2005,30/09/2005,20.74469541,0.568,0.568
Luzula,30,Sep,2005,30/09/2005,20.74469541,0.581,0.581
HolcusAgrostis,30,Sep,2005,30/09/2005,20.74469541,0.612,0.612
Rumex,16,Oct,2005,16/10/2005,20.78850103,0.344,0.344
Holcus,16,Oct,2005,16/10/2005,20.78850103,0.397,0.397
Cliff,16,Oct,2005,16/10/2005,20.78850103,0.414,0.414
NardusRacomitrium,16,Oct,2005,16/10/2005,20.78850103,0.421,0.421
Plantago,16,Oct,2005,16/10/2005,20.78850103,0.427,0.427
HolcusPoa,16,Oct,2005,16/10/2005,20.78850103,0.436,0.436
WetHeath,16,Oct,2005,16/10/2005,20.78850103,0.444,0.444
Sphagnum,16,Oct,2005,16/10/2005,20.78850103,0.445,0.445
PoorAgrostisFestuca,16,Oct,2005,16/10/2005,20.78850103,0.445,0.445
HolcusAgrostisSphagnum,16,Oct,2005,16/10/2005,20.78850103,0.449,0.449
AgFesMol,16,Oct,2005,16/10/2005,20.78850103,0.458,0.458
Luzula,16,Oct,2005,16/10/2005,20.78850103,0.463,0.463
FestucaRubra,16,Oct,2005,16/10/2005,20.78850103,0.468,0.468
Eriophorum,16,Oct,2005,16/10/2005,20.78850103,0.473,0.473
DryHeath,16,Oct,2005,16/10/2005,20.78850103,0.488,0.488
Molinia,16,Oct,2005,16/10/2005,20.78850103,0.497,0.497
Lair,16,Oct,2005,16/10/2005,20.78850103,0.505,0.505
RichAgrostisFestuca,16,Oct,2005,16/10/2005,20.78850103,0.514,0.514
HolcusAgrostis,16,Oct,2005,16/10/2005,20.78850103,0.544,0.544
NardusJuncus,16,Oct,2005,16/10/2005,20.78850103,NA,NA
NardusRacomitrium,23,Oct,2005,23/10/2005,20.80766598,0.405,0.405
WetHeath,23,Oct,2005,23/10/2005,20.80766598,0.416,0.416
Cliff,23,Oct,2005,23/10/2005,20.80766598,0.464,0.464
Molinia,23,Oct,2005,23/10/2005,20.80766598,0.47,0.47
DryHeath,23,Oct,2005,23/10/2005,20.80766598,0.482,0.482
AgFesMol,23,Oct,2005,23/10/2005,20.80766598,0.484,0.484
RichAgrostisFestuca,23,Oct,2005,23/10/2005,20.80766598,0.485,0.485
Rumex,23,Oct,2005,23/10/2005,20.80766598,0.487,0.487
HolcusAgrostis,23,Oct,2005,23/10/2005,20.80766598,0.493,0.493
Plantago,23,Oct,2005,23/10/2005,20.80766598,0.496,0.496
HolcusPoa,23,Oct,2005,23/10/2005,20.80766598,0.501,0.501
Holcus,23,Oct,2005,23/10/2005,20.80766598,0.505,0.505
PoorAgrostisFestuca,23,Oct,2005,23/10/2005,20.80766598,0.507,0.507
Eriophorum,23,Oct,2005,23/10/2005,20.80766598,0.509,0.509
Sphagnum,23,Oct,2005,23/10/2005,20.80766598,0.52,0.52
FestucaRubra,23,Oct,2005,23/10/2005,20.80766598,0.524,0.524
HolcusAgrostisSphagnum,23,Oct,2005,23/10/2005,20.80766598,0.553,0.553
Luzula,23,Oct,2005,23/10/2005,20.80766598,0.56,0.56
Lair,23,Oct,2005,23/10/2005,20.80766598,0.583,0.583
NardusJuncus,23,Oct,2005,23/10/2005,20.80766598,NA,NA
HolcusAgrostisSphagnum,1,Nov,2005,01/11/2005,20.83230664,0.101,NA
NardusJuncus,1,Nov,2005,01/11/2005,20.83230664,0.11,NA
HolcusPoa,1,Nov,2005,01/11/2005,20.83230664,0.131,NA
AgFesMol,1,Nov,2005,01/11/2005,20.83230664,0.142,NA
WetHeath,1,Nov,2005,01/11/2005,20.83230664,0.143,NA
Sphagnum,1,Nov,2005,01/11/2005,20.83230664,0.144,NA
Eriophorum,1,Nov,2005,01/11/2005,20.83230664,0.157,0.157
PoorAgrostisFestuca,1,Nov,2005,01/11/2005,20.83230664,0.159,0.159
Lair,1,Nov,2005,01/11/2005,20.83230664,0.166,0.166
Luzula,1,Nov,2005,01/11/2005,20.83230664,0.173,0.173
DryHeath,1,Nov,2005,01/11/2005,20.83230664,0.176,0.176
NardusRacomitrium,1,Nov,2005,01/11/2005,20.83230664,0.184,0.184
Rumex,1,Nov,2005,01/11/2005,20.83230664,0.186,0.186
HolcusAgrostis,1,Nov,2005,01/11/2005,20.83230664,0.186,0.186
Cliff,1,Nov,2005,01/11/2005,20.83230664,0.204,0.204
Plantago,1,Nov,2005,01/11/2005,20.83230664,0.209,0.209
Molinia,1,Nov,2005,01/11/2005,20.83230664,0.209,0.209
Holcus,1,Nov,2005,01/11/2005,20.83230664,0.215,0.215
RichAgrostisFestuca,1,Nov,2005,01/11/2005,20.83230664,0.285,0.285
FestucaRubra,1,Nov,2005,01/11/2005,20.83230664,0.38,0.38
WetHeath,9,Nov,2005,09/11/2005,20.85420945,NA,NA
Sphagnum,9,Nov,2005,09/11/2005,20.85420945,NA,NA
Rumex,9,Nov,2005,09/11/2005,20.85420945,NA,NA
RichAgrostisFestuca,9,Nov,2005,09/11/2005,20.85420945,NA,NA
PoorAgrostisFestuca,9,Nov,2005,09/11/2005,20.85420945,NA,NA
Plantago,9,Nov,2005,09/11/2005,20.85420945,NA,NA
NardusRacomitrium,9,Nov,2005,09/11/2005,20.85420945,NA,NA
NardusJuncus,9,Nov,2005,09/11/2005,20.85420945,NA,NA
Molinia,9,Nov,2005,09/11/2005,20.85420945,NA,NA
Luzula,9,Nov,2005,09/11/2005,20.85420945,NA,NA
Lair,9,Nov,2005,09/11/2005,20.85420945,NA,NA
HolcusPoa,9,Nov,2005,09/11/2005,20.85420945,NA,NA
Holcus,9,Nov,2005,09/11/2005,20.85420945,NA,NA
HolcusAgrostisSphagnum,9,Nov,2005,09/11/2005,20.85420945,NA,NA
HolcusAgrostis,9,Nov,2005,09/11/2005,20.85420945,NA,NA
FestucaRubra,9,Nov,2005,09/11/2005,20.85420945,NA,NA
Eriophorum,9,Nov,2005,09/11/2005,20.85420945,NA,NA
DryHeath,9,Nov,2005,09/11/2005,20.85420945,NA,NA
Cliff,9,Nov,2005,09/11/2005,20.85420945,NA,NA
AgFesMol,9,Nov,2005,09/11/2005,20.85420945,NA,NA
WetHeath,21,Feb,2006,21/02/2006,21.13894593,NA,NA
Sphagnum,21,Feb,2006,21/02/2006,21.13894593,NA,NA
Rumex,21,Feb,2006,21/02/2006,21.13894593,NA,NA
RichAgrostisFestuca,21,Feb,2006,21/02/2006,21.13894593,NA,NA
PoorAgrostisFestuca,21,Feb,2006,21/02/2006,21.13894593,NA,NA
Plantago,21,Feb,2006,21/02/2006,21.13894593,NA,NA
NardusRacomitrium,21,Feb,2006,21/02/2006,21.13894593,NA,NA
NardusJuncus,21,Feb,2006,21/02/2006,21.13894593,NA,NA
Molinia,21,Feb,2006,21/02/2006,21.13894593,NA,NA
Luzula,21,Feb,2006,21/02/2006,21.13894593,NA,NA
Lair,21,Feb,2006,21/02/2006,21.13894593,NA,NA
HolcusPoa,21,Feb,2006,21/02/2006,21.13894593,NA,NA
Holcus,21,Feb,2006,21/02/2006,21.13894593,NA,NA
HolcusAgrostisSphagnum,21,Feb,2006,21/02/2006,21.13894593,NA,NA
HolcusAgrostis,21,Feb,2006,21/02/2006,21.13894593,NA,NA
FestucaRubra,21,Feb,2006,21/02/2006,21.13894593,NA,NA
Eriophorum,21,Feb,2006,21/02/2006,21.13894593,NA,NA
DryHeath,21,Feb,2006,21/02/2006,21.13894593,NA,NA
Cliff,21,Feb,2006,21/02/2006,21.13894593,NA,NA
AgFesMol,21,Feb,2006,21/02/2006,21.13894593,NA,NA
Eriophorum,28,Feb,2006,28/02/2006,21.15811088,0.015,NA
NardusRacomitrium,28,Feb,2006,28/02/2006,21.15811088,0.022,NA
NardusJuncus,28,Feb,2006,28/02/2006,21.15811088,0.047,NA
PoorAgrostisFestuca,28,Feb,2006,28/02/2006,21.15811088,0.055,NA
Sphagnum,28,Feb,2006,28/02/2006,21.15811088,0.062,NA
Luzula,28,Feb,2006,28/02/2006,21.15811088,0.081,NA
Molinia,28,Feb,2006,28/02/2006,21.15811088,0.094,NA
HolcusAgrostisSphagnum,28,Feb,2006,28/02/2006,21.15811088,0.096,NA
Plantago,28,Feb,2006,28/02/2006,21.15811088,0.104,NA
Lair,28,Feb,2006,28/02/2006,21.15811088,0.104,NA
AgFesMol,28,Feb,2006,28/02/2006,21.15811088,0.107,NA
HolcusAgrostis,28,Feb,2006,28/02/2006,21.15811088,0.146,NA
Cliff,28,Feb,2006,28/02/2006,21.15811088,0.15,0.15
Rumex,28,Feb,2006,28/02/2006,21.15811088,0.152,0.152
DryHeath,28,Feb,2006,28/02/2006,21.15811088,0.153,0.153
WetHeath,28,Feb,2006,28/02/2006,21.15811088,0.164,0.164
HolcusPoa,28,Feb,2006,28/02/2006,21.15811088,0.166,0.166
RichAgrostisFestuca,28,Feb,2006,28/02/2006,21.15811088,0.171,0.171
FestucaRubra,28,Feb,2006,28/02/2006,21.15811088,0.195,0.195
Holcus,28,Feb,2006,28/02/2006,21.15811088,0.215,0.215
WetHeath,9,Mar,2006,09/03/2006,21.18275154,NA,NA
Sphagnum,9,Mar,2006,09/03/2006,21.18275154,NA,NA
Rumex,9,Mar,2006,09/03/2006,21.18275154,NA,NA
RichAgrostisFestuca,9,Mar,2006,09/03/2006,21.18275154,NA,NA
PoorAgrostisFestuca,9,Mar,2006,09/03/2006,21.18275154,NA,NA
Plantago,9,Mar,2006,09/03/2006,21.18275154,NA,NA
NardusRacomitrium,9,Mar,2006,09/03/2006,21.18275154,NA,NA
NardusJuncus,9,Mar,2006,09/03/2006,21.18275154,NA,NA
Molinia,9,Mar,2006,09/03/2006,21.18275154,NA,NA
Luzula,9,Mar,2006,09/03/2006,21.18275154,NA,NA
Lair,9,Mar,2006,09/03/2006,21.18275154,NA,NA
HolcusPoa,9,Mar,2006,09/03/2006,21.18275154,NA,NA
